"StartDate","Status","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","UserLanguage","QID46","A1_1","A1_2","A1_3","A1_4","A1_5","A1_6","A1_7","A1_8","A1_8_TEXT","A2_1","A2_2","A2_3","A2_4","A3","B1","B5","C1_1","C1_2","C1_3","C1_4","C1_5","C1_6","C1_7","C1_7_TEXT","C2_1","C2_2","C2_3","C2_4","C2_5","C2_6","C2_7","C2_7_TEXT","C4","C5","C5_8_TEXT","C5_T_First Click","C5_T_Last Click","C5_T_Page Submit","C5_T_Click Count","C5-1","C5-1_6_TEXT","C5-2","C5-2_6_TEXT","C5-3","C5-3_6_TEXT","C5-4","C5-4_6_TEXT","C5-5","C5-5_6_TEXT","C5-6","C5-6_6_TEXT","D1_1","D1_2","D1_3","D1_4","D1_5","D1_6","D1_7","D1_6_TEXT","D2_1","D2_2","D2_3","D2_4","D2_5","D2_6","D2_10","D2_6_TEXT","E1a","E1_T_First Click","E1_T_Last Click","E1_T_Page Submit","E1_T_Click Count","E1","E2","E3_1","F1","F2_1","F3","F4","F5_1","F5_2","F6","F7","F8","C7_1","C7_2","C7_3","C7_4","C7_5","C7_6","C8_1","C8_2","C8_3","C8_4","C8_5","C8_6","D3-1","D3-1_6_TEXT","D3-2","D3-2_6_TEXT","D3-3","D3-3_6_TEXT","D3-4","D3-4_6_TEXT","D3-5","D3-5_6_TEXT","D3-6","D3-6_6_TEXT","Q114","Q114_6_TEXT","Q115","Q115_6_TEXT","Q116","Q116_6_TEXT","Q117","Q117_6_TEXT","Q118","Q118_6_TEXT","Q119","Q119_6_TEXT","opp","rid","RISN","PID","psid","rnid","study","K2","med","Q_Language","EmbeddedDataBid","AccessCode","WTPQuestion","gc","ExternalDataReference"
2021-02-25 19:12:51,0,100,275,1,2021-02-25 19:17:26,"R_sGwxPjo1AzkJ2Pn","EN",1,-99,-99,-99,-99,1,-99,-99,-99,"-99",4,4,4,4,30,2,1,-99,-99,1,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,NA,NA,18.465,47.12,49.555,6,1,"-99",2,"-99",2,"-99",2,"-99",2,"-99",2,"-99",-99,-99,1,-99,-99,-99,NA,"-99",-99,-99,1,-99,-99,-99,NA,"-99",NA,15.743,36.837,39.746,3,2,1,3,2,22,2,2,4,4,5,6,"-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",4,867491,0,1,867491
2021-02-25 22:15:29,0,100,261,1,2021-02-25 22:19:52,"R_2i9zdL7u6R3qXu1","EN",1,-99,-99,1,-99,1,-99,-99,-99,"-99",1,4,4,4,48,2,1,-99,-99,1,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,NA,NA,4.303,49.124,50.967,7,1,"-99",2,"-99",2,"-99",4,"-99",4,"-99",4,"-99",-99,-99,1,-99,-99,-99,NA,"-99",-99,-99,1,-99,-99,-99,NA,"-99",9,NA,NA,NA,NA,NA,NA,NA,2,38,4,2,4,4,6,8,"-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",32,49556,1,1,49556
2021-02-25 22:37:02,0,100,346,1,2021-02-25 22:42:49,"R_3qmae8GUTFgpqQc","EN",1,-99,-99,-99,-99,-99,-99,-99,1,"Siren",1,2,4,4,5,2,1,-99,-99,1,-99,-99,-99,-99,"-99",1,-99,-99,-99,-99,-99,-99,"-99",NA,NA,NA,15.065,60.748,63.167,6,1,"-99",1,"-99",2,"-99",2,"-99",2,"-99",2,"-99",-99,1,-99,-99,-99,-99,NA,"-99",-99,1,-99,-99,-99,-99,NA,"-99",10,NA,NA,NA,NA,NA,NA,NA,1,56,4,2,4,4,6,8,"-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",240,63046,1,1,63046
2021-02-25 23:36:48,0,100,854,1,2021-02-25 23:51:04,"R_1hWreUA55T4wnrg","EN",1,-99,-99,1,-99,1,-99,-99,-99,"-99",2,4,4,4,5,3,1,-99,-99,1,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,NA,NA,17.178,234.526,238.687,64,1,"-99",6,"listen to reports for any changes.",2,"-99",2,"-99",2,"-99",2,"-99",-99,-99,-99,-99,-99,1,NA,"seek more information and seek shelter",-99,-99,-99,-99,-99,1,NA,"Seek more information and seek shelter",2,NA,NA,NA,NA,NA,NA,NA,1,25,1,2,4,4,5,5,"-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",64,377860,1,1,377860
2021-02-26 01:53:09,0,100,1167,1,2021-02-26 02:12:38,"R_2f2lxE7fjQ6p0wD","EN",1,-99,-99,-99,-99,-99,-99,-99,1,"Sirens",2,3,4,4,10,2,1,-99,-99,-99,-99,-99,-99,1,"Put kids downstairs and get more information",-99,1,-99,-99,-99,-99,-99,"-99",NA,NA,NA,2.141,154.621,155.373,33,1,"-99",1,"-99",6,"Put kids downstairs and check local weather",6,"Put kids downstairs and check local weather",2,"-99",2,"-99",-99,1,-99,-99,-99,-99,NA,"-99",-99,1,-99,-99,-99,-99,NA,"-99",NA,1.382,27.896,32.406,10,1,2,2,1,37,4,2,4,4,5,8,"-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",64,638408,0,1,638408
2021-02-26 19:49:56,0,100,605,1,2021-02-26 20:00:02,"R_3LgVk6rA5GnbKmj","EN",1,-99,-99,-99,-99,-99,-99,1,-99,"-99",1,2,2,2,10,2,1,-99,-99,1,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,NA,NA,42.044,100.152,108.899,8,2,"-99",2,"-99",2,"-99",-99,"-99",-99,"-99",-99,"-99",-99,-99,-99,-99,1,-99,NA,"-99",-99,-99,-99,1,-99,-99,NA,"-99",NA,91.753,113.491,116.371,3,2,1,1,2,50,6,2,4,4,5,5,"-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",16,330857,0,1,330857
2021-02-26 20:57:17,0,100,402,1,2021-02-26 21:04:00,"R_3I5BonmNKnxiV9q","EN",1,-99,-99,1,-99,1,-99,-99,-99,"-99",3,3,3,3,10,2,1,-99,-99,1,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,NA,NA,25.433,56.611,59.022,6,1,"-99",1,"-99",2,"-99",2,"-99",2,"-99",2,"-99",-99,1,-99,-99,-99,-99,NA,"-99",-99,1,-99,-99,-99,-99,NA,"-99",7,NA,NA,NA,NA,NA,NA,NA,2,22,1,2,4,4,4,8,"-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",240,998330,1,1,998330
2021-02-27 00:45:32,0,100,449,1,2021-02-27 00:53:02,"R_3jU1UQhflzAut6Y","EN",1,-99,-99,1,-99,-99,-99,-99,-99,"-99",1,3,3,4,30,2,1,-99,1,-99,-99,-99,-99,-99,"-99",-99,1,-99,-99,-99,-99,-99,"-99",NA,NA,NA,19.323,67.611,69.537,6,3,"-99",2,"-99",4,"-99",4,"-99",4,"-99",4,"-99",-99,-99,-99,-99,1,-99,NA,"-99",-99,-99,1,-99,-99,-99,NA,"-99",7,NA,NA,NA,NA,NA,NA,NA,2,24,2,2,4,4,6,3,"-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",4,356495,1,1,356495
2021-02-27 02:13:29,0,100,319,1,2021-02-27 02:18:49,"R_1dyiNbjnPfIbs2f","EN",1,-99,-99,1,-99,1,-99,-99,-99,"-99",1,4,3,3,5,3,1,-99,1,-99,-99,-99,-99,-99,"-99",-99,-99,-99,-99,-99,1,-99,"-99",NA,NA,NA,2.325,36.493,37.579,14,1,"-99",1,"-99",1,"-99",2,"-99",2,"-99",2,"-99",-99,1,-99,-99,-99,-99,NA,"-99",-99,1,-99,-99,-99,-99,NA,"-99",10,NA,NA,NA,NA,NA,NA,NA,1,43,2,2,4,4,5,6,"I am a weatherbug and would have preferred to respond to the notification questions as Seek out more information while sheltering at home or work (both sturdy buildings)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",64,803184,1,1,803184
2021-02-27 18:50:05,0,100,824,1,2021-02-27 19:03:50,"R_BQbBtY8dS1gV2yl","EN",1,-99,-99,1,-99,-99,-99,-99,-99,"-99",2,4,4,4,15,2,1,-99,1,-99,-99,-99,-99,-99,"-99",-99,1,-99,-99,-99,-99,-99,"-99",NA,NA,NA,40.99,121.665,123.265,21,2,"-99",2,"-99",2,"-99",2,"-99",2,"-99",2,"-99",-99,1,-99,-99,-99,-99,NA,"-99",-99,1,-99,-99,-99,-99,NA,"-99",NA,99.891,183.628,185.473,6,1,1,3,1,-99,-99,2,4,4,-99,9,"-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",240,14642,0,1,14642
2021-02-27 19:16:10,0,100,715,1,2021-02-27 19:28:06,"R_eyA2JIj8l2MusZH","EN",1,-99,-99,-99,-99,1,-99,-99,-99,"-99",1,2,3,3,120,1,1,-99,-99,1,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,NA,NA,53.921,133.76,137.049,8,1,"-99",1,"-99",3,"-99",3,"-99",2,"-99",2,"-99",-99,-99,-99,-99,1,-99,NA,"-99",-99,-99,-99,1,-99,-99,NA,"-99",5,NA,NA,NA,NA,NA,NA,NA,1,66,1,2,3,3,5,1,"-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",16,49862,1,1,49862
2021-02-27 19:23:19,0,100,801,1,2021-02-27 19:36:41,"R_30l3PhIrTq76MEI","EN",1,-99,-99,1,-99,-99,-99,-99,1,"sirens",4,4,4,4,10,1,1,-99,-99,1,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,NA,NA,37.721,135.37,137.02,22,1,"-99",2,"-99",2,"-99",2,"-99",2,"-99",2,"-99",-99,-99,1,-99,-99,-99,NA,"-99",-99,-99,1,-99,-99,-99,NA,"-99",NA,5.755,135.179,135.198,5,-99,-99,-99,2,17,1,2,3,3,6,3,"-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",64,552677,0,1,552677
2021-02-27 20:18:19,0,100,658,1,2021-02-27 20:29:18,"R_2dBlyBeYWGcmmAx","EN",1,-99,1,1,-99,1,-99,-99,-99,"-99",2,4,4,4,5,2,1,-99,-99,1,-99,-99,-99,-99,"-99",-99,-99,1,-99,-99,-99,-99,"-99",NA,NA,NA,40.824,72.855,75.16,6,2,"-99",2,"-99",2,"-99",2,"-99",2,"-99",2,"-99",-99,-99,1,-99,-99,-99,NA,"-99",-99,-99,1,-99,-99,-99,NA,"-99",NA,138.575,222.305,225.853,3,2,1,4,2,41,5,2,4,4,5,8,"-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",64,688554,0,1,688554
2021-02-27 20:49:12,0,100,369,1,2021-02-27 20:55:22,"R_pJJuoDpwn7fm4lH","EN",1,-99,1,1,-99,1,-99,-99,-99,"-99",1,4,4,4,5,1,1,-99,-99,1,-99,-99,-99,-99,"-99",1,-99,-99,-99,-99,-99,-99,"-99",NA,NA,NA,20.176,47.703,51.068,7,1,"-99",2,"-99",2,"-99",2,"-99",2,"-99",2,"-99",-99,-99,1,-99,-99,-99,NA,"-99",-99,1,-99,-99,-99,-99,NA,"-99",9,NA,NA,NA,NA,NA,NA,NA,2,23,1,2,4,4,4,9,"Wish you would have provided more information about the new warning system.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",4,179724,1,1,179724
2021-02-27 21:09:24,0,100,718,1,2021-02-27 21:21:23,"R_Y3lMQoeiLyOqzkZ","EN",1,-99,1,1,-99,-99,1,-99,-99,"-99",1,3,4,4,30,2,1,-99,-99,1,-99,-99,-99,-99,"-99",-99,-99,-99,-99,-99,1,-99,"-99",NA,NA,NA,39.834,165.143,168.601,16,1,"-99",1,"-99",6,"Continue to listen to weather reports",6,"Coni the to listen to tornado weather reports",2,"-99",2,"-99",-99,-99,1,-99,-99,-99,NA,"-99",-99,-99,1,-99,-99,-99,NA,"-99",NA,63.528,129.469,130.689,7,1,2,3,1,21,1,2,4,4,5,5,"-99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qual_mail",NA,NA,NA,NA,NA,NA,NA,"{Invalid Expression}","EN",96,896272,0,1,896272
