StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,QID46,A1_1,A1_2,A1_3,A1_4,A1_5,A1_6,A1_7,A1_8,A1_8_TEXT,A2_1,A2_2,A2_3,A2_4,A3,B1,B2,B3,B3_7_TEXT,B4,B5,C1,C1_7_TEXT,C2,C2_7_TEXT,C3,C3_7_TEXT,C4,C5,C5_8_TEXT,C6_2,C6_3,C6_4,C6_5,C6_6,C6_1,C6_8,C6_7,C6_7_TEXT,C7_T_First Click,C7_T_Last Click,C7_T_Page Submit,C7_T_Click Count,C7_1,C7_2,C7_3,C7_4,C7_5,C7_6,C8_T_First Click,C8_T_Last Click,C8_T_Page Submit,C8_T_Click Count,C8_1,C8_2,C8_3,C8_4,C8_5,C8_6,D1,D1_6_TEXT,D2_T_First Click,D2_T_Last Click,D2_T_Page Submit,D2_T_Click Count,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D3_T_First Click,D3_T_Last Click,D3_T_Page Submit,D3_T_Click Count,D3_1,D3_2,D3_3,D3_4,D3_5,D3_6,E1_T_First Click,E1_T_Last Click,E1_T_Page Submit,E1_T_Click Count,E1,E2,E3_1,F1,F2_1,F3,F4,F5,F6,F7_2,F7_1,F7_3,F7_5,F7_4,F7_6,F8_1,F8_2,F9,F10,F9,C7_1,C7_2,C7_3,C7_4,C7_5,C7_6,C8_1,C8_2,C8_3,C8_4,C8_5,C8_6,D2-1,D2-1_6_TEXT,D2-2,D2-2_6_TEXT,D2-3,D2-3_6_TEXT,D2-4,D2-4_6_TEXT,D2-5,D2-5_6_TEXT,D2-6,D2-6_6_TEXT,D3-1,D3-1_6_TEXT,D3-2,D3-2_6_TEXT,D3-3,D3-3_6_TEXT,D3-4,D3-4_6_TEXT,D3-5,D3-5_6_TEXT,D3-6,D3-6_6_TEXT,opp,rid,RISN,PID,psid,rnid,study,K2,med,Q_Language,EmbeddedDataBid,AccessCode,gc,term,LS,ExternalDataReference,EmbeddedData
8/31/2020 22:41,8/31/2020 22:49,1,100,524,1,8/31/2020 22:49,R_1gHZehn7HGRu605,preview,EN,1,0,1,1,0,0,0,1,0,-99,2,-99,-99,-99,15,2,5,1,-99,5,1,5,-99,5,-99,1,-99,,,,1,0,1,1,1,1,0,0,-99,2.657,56.418,56.421,16,1,-99,-99,2,2,5,4.936,80.908,80.911,9,5,-99,-99,2,4,-99,2,-99,29.921,45.46,45.463,3,-99,-99,-99,-99,-99,-99,8.877,20.755,20.757,3,-99,-99,-99,-99,-99,-99,3.469,23.156,25.099,4,1,1,3,2,35,2,2,2,2,0,0,0,1,0,0,4,4,4,3,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual_mail,,,,,,,,{Invalid Expression},EN,64,687177,1,,{Invalid Expression},687177,
10/18/2020 13:01,10/18/2020 13:07,0,100,353,1,10/18/2020 13:07,R_SBhTAzgRFDDIRfb,anonymous,EN,1,0,0,1,0,0,0,0,0,-99,1,2,3,2,30,3,-99,9,-99,5,1,3,-99,3,-99,4,-99,,,,1,0,1,0,1,0,0,0,-99,5.62,38.757,38.76,7,1,3,5,-99,-99,2,3.265,40.673,40.676,6,5,3,4,-99,-99,1,4,-99,3.678,35.647,35.65,10,1,-99,-99,3,4,2,13.737,13.737,13.74,1,-99,-99,-99,-99,-99,-99,6.874,13.177,15.738,3,2,2,3,2,31,4,3,4,1,0,0,0,1,0,0,4,4,6,8,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual_mail,,,,,,,,{Invalid Expression},EN,64,811306,1,,{Invalid Expression},811306,
10/18/2020 13:09,10/18/2020 13:20,1,100,684,1,10/18/2020 13:20,R_31ZfE1Oe6g9pG7h,preview,ES,1,0,0,1,0,0,0,1,0,-99,-99,4,3,1,-99,1,4,1,-99,5,3,2,-99,6,-99,1,-99,,,,0,0,1,1,1,1,0,0,-99,28.533,55.5,55.506,4,-99,-99,-99,-99,-99,2,1.605,5.437,5.44,2,-99,-99,-99,-99,-99,1,3,-99,4.902,94.07,94.073,7,5,-99,-99,1,2,3,4.452,4.452,4.456,1,-99,-99,-99,-99,-99,-99,5.724,24.18,24.185,3,2,2,-99,1,18,3,3,2,1,0,0,0,0,0,1,2,2,5,2,"Les sugerimos que tambien tomen medidas para atras ocasiones huracanes, teremotos, etc. Somos personas positivas tratando de vivir en paz y armonia. Y tratar de servir en los momentos dificiles que nos ha tocado en estos momentos. Bendiciones!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual_mail,,,,,,,,{Invalid Expression},ES,96,496586,1,,{Invalid Expression},496586,
10/27/2020 14:07,10/27/2020 14:15,0,100,483,1,10/27/2020 14:15,R_2fll7ByrnMRVLWr,anonymous,EN,1,0,0,0,0,0,0,1,0,-99,1,1,1,1,30,2,6,1,-99,5,1,1,-99,1,-99,2,-99,,,,0,0,1,0,0,0,0,0,-99,19.226,34.7,35.576,8,1,1,1,1,1,5,8.797,12.289,13.54,6,5,5,5,5,5,4,1,-99,11.888,15.436,16.749,6,1,1,1,1,1,-99,2.522,5.632,6.853,6,1,1,1,1,1,-99,22.89,45.696,46.557,3,1,1,3,2,45,1,1,0,2,1,0,0,0,0,0,3,3,6,8,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual_mail,,,,,,,,{Invalid Expression},EN,96,755486,1,,{Invalid Expression},755486,
11/2/2020 20:36,11/2/2020 21:02,0,100,1599,1,11/2/2020 21:02,R_1pLrEtuEN2AGqmw,anonymous,EN,1,1,0,1,0,1,0,0,1,Twitter,3,4,4,4,15,2,12,9,-99,5,1,2,-99,2,-99,3,-99,,,,1,1,1,1,0,0,0,0,-99,1.487,152.667,153.985,51,3,3,3,4,3,2,7.544,58.277,58.282,9,4,3,-99,5,-99,1,2,-99,39.982,134.973,134.98,12,1,4,5,-99,3,2,5.798,25.391,25.395,7,-99,-99,-99,1,2,3,11.139,89.561,90.873,10,1,1,3,2,55,4,2,3,2,0,0,0,1,0,0,4,4,5,8,"While I believe the new warning system could be helpful, I believe it also could become less effective due to the ""future time intervals"" and the chances of a tornado happening in said area. We all know the actual occurrence of a tornado happening is difficult enough to forecast/predict.  It is in my opinion that the meteorologists at the NWS and forecasters at the SPC are the best in the business.  I just wish more people paid attention to the weather, especially when severe weather is being predicted at some times, 4+ days in advance!  The current system is sufficient in today's time.  If anything, I wish the government would upgrade the radars to a more modern technology.  It is my belief, that this upgrade would provide better lead times and possible better understandings on why certain storms produce tornadoes and some don't.   Thank you for all of the hard work you do day in and day out!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual_mail,,,,,,,,{Invalid Expression},EN,64,841123,1,,{Invalid Expression},841123,
11/15/2020 17:42,11/15/2020 17:52,1,100,577,1,11/15/2020 17:52,R_UbdBjClyEeUu1Ud,preview,EN,1,0,0,1,0,1,0,0,1,Weather siren,1,3,4,4,15,2,8,4,-99,5,1,2,-99,2,-99,3,-99,,,,0,0,0,1,0,1,0,0,-99,4.698,18.242,18.246,2,-99,-99,-99,-99,-99,2,1.483,5.875,5.881,2,-99,-99,-99,-99,-99,1,6,Monitor the direction and speed then shelter at home if danger is imminent,12.775,26.735,28.172,6,-99,-99,-99,1,2,3,9.887,52.111,52.115,4,-99,1,-99,-99,-99,3,4.544,16.92,18.791,3,1,1,3,2,10,2,2,1,2,0,0,0,1,0,0,4,4,5,4,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual_mail,,,,,,,,{Invalid Expression},EN,240,412927,1,,{Invalid Expression},412927,
11/15/2020 17:53,11/15/2020 17:59,1,100,367,1,11/15/2020 17:59,R_2dWsv6XeaMPzLMG,preview,EN,1,0,0,1,0,1,0,0,0,-99,4,3,1,3,10,2,5,1,-99,4,1,2,-99,3,-99,4,-99,,,,1,0,0,1,0,0,0,0,-99,9.722,31.498,31.502,2,-99,-99,-99,-99,-99,2,1.573,7.197,7.2,3,-99,-99,-99,-99,-99,1,3,-99,1.62,9.836,9.839,3,-99,-99,-99,-99,-99,3,23.699,26.316,26.321,2,-99,-99,-99,-99,-99,3,32.101,44.438,49.199,3,2,1,2,2,26,2,2,0,2,0,0,0,1,0,0,4,4,3,6,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual_mail,,,,,,,,{Invalid Expression},EN,32,389243,1,,{Invalid Expression},389243,
11/15/2020 17:59,11/15/2020 18:05,1,100,368,1,11/15/2020 18:05,R_Z9wH2El0pPiwzst,preview,EN,1,0,0,0,0,0,0,1,0,-99,1,1,1,1,-99,2,4,3,-99,5,1,6,-99,6,-99,1,-99,,,,0,1,0,0,0,0,0,0,-99,6.1,22.572,23.446,7,1,5,5,5,5,2,35.791,39.335,39.339,3,4,-99,-99,-99,-99,1,3,-99,87.059,92.701,92.818,3,-99,-99,-99,-99,-99,-99,2.339,8.916,8.921,3,-99,-99,-99,-99,-99,-99,4.21,36.705,38.706,3,1,2,1,1,19,2,2,0,2,0,0,0,1,0,0,4,4,6,2,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual_mail,,,,,,,,{Invalid Expression},EN,96,669567,1,,{Invalid Expression},669567,
11/15/2020 18:06,11/15/2020 18:10,1,100,265,1,11/15/2020 18:10,R_2v5F4KWCusSdluz,preview,EN,1,0,0,1,0,0,0,0,0,-99,4,4,4,4,10,2,9,8,-99,4,1,2,-99,3,-99,4,-99,,,,0,0,1,1,0,0,0,0,-99,1.523,3.459,4.234,6,2,2,2,2,2,2,1.297,3.224,3.879,6,1,1,1,1,1,1,3,-99,3.145,5.185,9.575,6,3,3,3,3,3,3,17.019,19.73,21.454,6,3,3,3,3,3,3,3.844,14.427,18.579,3,1,1,3,1,35,1,2,1,2,0,0,1,0,0,0,3,3,3,2,smiley face,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual_mail,,,,,,,,{Invalid Expression},EN,64,722950,1,,{Invalid Expression},722950,
11/28/2020 14:37,11/28/2020 14:45,0,100,517,1,11/28/2020 14:45,R_0IA0moQ26XON02Z,anonymous,EN,1,1,0,0,1,1,0,0,0,-99,3,4,4,4,10,2,8,8,-99,5,1,3,-99,3,-99,4,-99,,,,1,1,1,0,0,0,0,0,-99,2.109,42.227,44.069,10,1,1,5,5,5,2,1.361,29.909,30.748,10,5,1,1,4,4,1,2,-99,2.236,29.571,32.728,9,1,2,2,2,-99,3,1.901,20.822,21.988,13,1,2,2,2,-99,3,2.447,65.065,69.173,11,1,2,1,2,34,2,2,2,2,0,0,0,1,0,0,4,4,5,5,"“Shelter at home” is a bit too vague. There’s a difference between staying in my basement, watching the radar, and going down into the cellar.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual_mail,,,,,,,,{Invalid Expression},EN,96,321734,1,,{Invalid Expression},321734,
